productInventoryId	sourcingId	quantity	canceled
1	59316	2	
1	59464	1	
1	59531	2	
1	59587	8	
1	59636	9	
1	59654	3	
1	59738	4	
1	59819	2	
1	59924	6	
1	59963	4	
1	60219	10	
1	60383	7	
1	60390	4	
1	60453	2	
1	60508	6	
1	60553	6	
1	60631	3	
1	60842	6	
1	60947	2	
1	61065	8	
1	61171	1	
1	61497	3	
1	61548	10	
1	61637	8	
1	61943	7	
1	62023	10	
1	62113	2	
1	62477	2	
1	62553	7	
1	62744	2	
1	62824	6	
1	63088	3	
1	63125	3	
1	63177	5	
1	63425	8	
1	63476	1	
1	63683	5	
1	64456	8	
1	64756	10	
1	65041	6	
1	65096	6	
1	65131	7	
1	65373	10	
1	65700	3	
1	65943	9	
1	65947	4	
1	66076	6	
1	66185	5	
1	66380	3	
1	66381	7	
1	66385	2	
1	66865	9	
1	66953	9	
1	66987	5	
1	66988	7	
1	67001	4	
1	67039	3	
1	67256	4	
1	67424	5	
1	67437	10	
1	67473	6	
1	67540	7	
1	67568	5	
1	67697	1	
1	67721	2	
1	68138	7	
1	68177	3	
1	68345	3	
1	68436	1	
1	68473	1	
1	68650	4	
1	68773	5	
1	69124	6	
1	69193	6	
1	69307	10	
1	69527	10	
1	69564	9	
1	69655	6	
1	69805	4	
1	69899	8	
1	69991	10	
1	70132	6	
1	70170	2	
1	70432	4	
1	70531	2	
1	70619	3	
1	70679	8	
1	70732	2	
1	70764	9	
1	70791	4	
1	71187	9	
1	71346	4	
1	71449	7	
1	71483	7	
1	71650	2	
1	71653	8	
1	71901	1	
1	72150	5	
1	72182	7	
1	72277	2	
1	72516	3	
1	72672	4	
1	72808	7	
1	72857	2	
1	73026	9	
1	73435	3	
1	73745	8	
1	73746	6	
1	74063	4	
1	74079	2	
1	74093	9	
1	74129	2	
1	74189	2	
1	74379	6	
1	74454	10	
1	74652	4	
1	74679	4	
1	74902	2	
1	74915	9	
1	74918	9	
1	74973	3	
1	75034	9	
1	75169	2	
1	75225	7	
1	75554	5	
1	75768	9	
1	75779	3	
1	75914	2	
1	75923	6	
1	75983	5	
1	76056	6	
1	76120	6	
1	76126	1	
1	76245	7	
1	76537	10	
1	76565	10	
1	76978	9	
1	77034	9	
1	77192	3	
1	77296	3	
1	77421	8	
1	77552	3	
1	77790	2	
1	78021	6	
1	78120	6	
1	78244	9	
1	78407	8	
1	78594	6	
1	78814	9	
1	79015	9	
1	79037	5	
1	79054	2	
1	79224	3	
1	79229	5	
1	79412	4	
1	79456	3	
1	79550	2	
1	79585	8	
1	79613	4	
1	79665	3	
1	79766	6	
1	79847	2	
1	79989	2	
1	80168	6	
1	80181	9	
1	80268	1	
1	80308	10	
1	80617	2	
1	81016	9	
1	81133	7	
1	81168	8	
1	81220	4	
1	81250	3	
1	81297	4	
1	81320	5	
1	81388	7	
1	81565	6	
1	81629	9	
1	81663	2	
1	81677	2	
1	81842	10	
1	81855	8	
1	82307	4	
1	82403	6	
1	82453	5	
1	82743	2	
1	82787	1	
1	82861	4	
1	82912	4	
1	83060	9	
1	83212	6	
1	83508	5	
1	83729	3	
1	83967	8	
1	84010	2	
1	84076	6	
1	84160	2	
1	84297	2	
1	84446	9	
1	84922	6	
1	84966	7	
1	84991	3	
1	85097	4	
1	85118	5	
1	85150	4	
1	85208	2	
1	85217	1	
1	85236	5	
1	85570	7	
1	85662	3	
1	85687	9	
1	86453	6	
1	86727	5	
1	86780	9	
1	86822	1	
1	87290	10	
1	87379	8	
1	87403	4	
1	87648	2	
1	87847	5	
1	87905	6	
1	88031	1	
1	88231	4	
1	88509	9	
1	88517	6	
1	88548	9	
1	88713	10	
1	88876	9	
1	88919	2	
1	88932	5	
1	88936	7	
1	89123	1	
1	89228	2	
1	89288	6	
1	89316	4	
1	89325	2	
1	89409	10	
1	89434	4	
1	89516	7	
1	89518	8	
1	89598	10	
1	89706	4	
1	89836	2	
1	90009	3	
1	90093	5	
1	90513	3	
1	91012	2	
1	91136	9	
1	91271	1	
1	91324	7	
1	91406	9	
1	91550	8	
1	91685	9	
1	91712	4	
1	91731	6	
1	91754	3	
1	92047	8	
1	92077	7	
1	92092	6	
1	92121	8	
1	92227	2	
1	92385	8	
1	92877	9	
1	92930	2	
1	93121	5	
1	93179	3	
1	93247	2	
1	93314	2	
1	93381	2	
1	93675	7	
1	93692	5	
1	93846	8	
1	94109	2	
1	94151	5	
1	94258	8	
1	94345	4	
1	94539	1	
1	94907	10	
1	95023	9	
1	95103	1	
1	95188	5	
1	95629	2	
1	95786	5	
1	95876	6	
1	95935	6	
1	95946	6	
1	96093	8	
1	96179	5	
1	96464	5	
1	96588	9	
1	96792	4	
1	96838	3	
1	96872	5	
1	97062	1	
1	97362	1	
1	97545	6	
1	97742	2	
1	97934	4	
1	98111	3	
1	98183	5	
1	98278	6	
1	98293	5	
1	98429	1	
1	98600	4	
1	98633	3	
1	98648	9	
1	98764	6	
1	99485	3	
1	99488	9	
1	99520	9	
1	99647	8	
1	99757	6	
1	99886	3	
1	99931	4	
1	100179	4	
1	100223	7	
1	100245	4	
1	100252	4	
1	100411	1	
1	100436	7	
1	100528	3	
1	100583	5	
1	100756	2	
1	100831	8	
1	100863	6	
1	101486	6	
1	101625	5	
1	101757	2	
1	101911	1	
1	101958	3	
1	101991	1	
1	102041	4	
1	102136	1	
1	102174	2	
1	102293	7	
1	102483	7	
1	102668	7	
1	102728	7	
1	102829	8	
1	102985	2	
1	103008	6	
1	103052	5	
1	103073	4	
1	103126	8	
1	103342	1	
1	103345	5	
1	103534	2	
1	103784	5	
1	103818	7	
1	103900	8	
1	103920	4	
1	103924	1	
1	103992	5	
1	104035	1	
1	104177	8	
1	104282	10	
1	104427	3	
1	104444	9	
1	104485	8	
1	104605	3	
1	104994	5	
1	105238	1	
1	105271	1	
1	105314	5	
1	105449	3	
1	105871	5	
1	105911	10	
1	106024	4	
1	106244	9	
1	106249	1	
1	106384	1	
1	106845	7	
1	106923	5	
1	106946	1	
1	107050	2	
1	107310	4	
1	107313	4	
1	107506	6	
1	107645	7	
1	107840	6	
1	107910	8	
1	107960	10	
1	108091	3	
1	108246	3	
1	108271	3	
1	108343	2	
1	108364	1	
1	108497	5	
1	108578	2	
1	108661	6	
1	108875	4	
1	108981	8	
1	109005	7	
1	109162	4	
1	109335	8	
1	109362	5	
1	109579	2	
1	109630	3	
1	109778	3	
1	109822	10	
1	110191	1	
1	110309	7	
1	110333	9	
1	110336	9	
1	110469	1	
1	110515	9	
1	110585	4	
1	110688	4	
1	110992	4	
1	111055	8	
1	111209	8	
1	111237	9	
1	111298	6	
1	111813	6	
1	111867	6	
1	111897	6	
1	111912	2	
1	112012	3	
1	112178	8	
1	112220	5	
1	112261	2	
1	112504	9	
1	112544	8	
1	112551	10	
1	112636	3	
1	112694	3	
1	112802	8	
1	113078	9	
1	113100	5	
1	113328	10	
1	113361	1	
1	113393	10	
1	113426	6	
1	113564	6	
2	498	9	
2	531	4	
2	754	8	
2	879	9	
2	911	6	
2	1125	10	
2	1141	1	
2	1371	9	
2	1375	2	
2	1376	8	
2	1382	2	
2	1461	5	
2	1693	9	
2	1722	2	
2	1932	2	
2	2112	2	
2	2267	6	
2	2321	9	
2	2422	8	
2	2529	8	
2	2563	8	
2	2698	3	
2	2797	2	
2	2981	6	
2	2995	8	
2	3036	4	
2	3124	7	
2	3302	9	
2	3619	2	
2	3623	5	
2	3785	2	
2	3786	6	
2	3809	3	
2	4016	8	
2	4052	1	
2	4062	5	
2	4078	9	
2	4376	8	
2	4521	7	
2	4577	7	
2	4798	5	
2	5088	4	
2	5292	1	
2	5631	7	
2	5637	1	
2	5817	7	
2	5885	3	
2	6256	2	
2	6341	2	
2	6372	4	
2	6375	7	
2	6411	3	
2	6423	2	
2	6572	4	
2	6685	7	
2	6757	2	
2	6867	3	
2	6884	3	
2	7194	6	
2	7280	7	
2	7292	1	
2	7356	1	
2	7387	5	
2	7415	4	
2	7428	3	
2	7729	7	
2	7899	8	
2	7949	5	
2	7950	9	
2	8082	4	
2	8101	2	
2	8135	7	
2	8219	4	
2	8260	2	
2	8375	6	
2	8388	9	
2	8500	4	
2	8509	6	
2	8510	7	
2	8561	2	
2	8664	9	
2	8681	4	
2	8866	10	
2	9337	6	
2	9365	7	
2	9582	5	
2	9665	9	
2	9722	9	
2	9760	2	
2	9892	5	
2	9910	3	
2	9941	4	
2	10213	9	
2	10394	4	
2	10742	9	
2	10757	5	
2	10802	6	
2	10851	4	
2	10857	2	
2	11114	7	
2	11289	3	
2	11320	9	
2	11431	9	
2	11545	10	
2	11551	8	
2	11569	8	
2	11704	2	
2	12021	1	
2	12153	7	
2	12154	7	
2	12203	10	
2	12568	8	
2	12600	8	
2	12768	6	
2	12775	6	
2	12916	4	
2	12981	7	
2	13465	6	
2	13577	9	
2	13847	5	
2	14074	8	
2	14095	3	
2	14402	3	
2	14560	4	
2	14576	7	
2	14582	1	
2	14602	6	
2	14645	5	
2	14837	5	
2	15066	3	
2	15255	7	
2	15294	2	
2	15449	3	
2	15594	8	
2	15718	10	
2	15852	3	
2	16264	4	
2	16373	8	
2	16388	7	
2	16421	3	
2	16503	10	
2	16750	3	
2	16840	8	
2	16897	8	
2	16905	3	
2	17129	5	
2	17137	4	
2	17279	5	
2	17476	8	
2	17516	8	
2	17534	9	
2	17542	2	
2	17644	8	
2	17680	8	
2	17686	4	
2	17825	7	
2	18071	10	
2	18144	9	
2	18200	8	
2	18549	8	
2	18563	4	
2	18584	6	
2	18681	7	
2	18956	3	
2	19329	6	
2	19412	1	
2	19416	3	
2	19584	7	
2	19725	5	
2	19876	3	
2	19887	8	
2	19906	8	
2	20046	6	
2	20125	9	
2	20130	10	
2	20282	8	
2	20708	8	
2	20831	9	
2	20936	3	
2	21013	10	
2	21133	9	
2	21679	6	
2	21817	3	
2	21999	7	
2	22577	3	
2	22702	9	
2	22789	6	
2	22892	2	
2	23022	6	
2	23032	8	
2	23345	1	
2	23380	7	
2	23417	4	
2	23605	7	
2	23622	5	
2	23649	9	
2	23804	1	
2	23937	2	
2	23967	4	
2	23968	5	
2	24217	9	
2	24261	2	
2	24392	3	
2	24805	5	
2	25284	9	
2	25344	4	
2	25410	3	
2	25471	9	
2	25518	1	
2	25620	8	
2	25662	10	
2	25756	6	
2	25809	9	
2	26303	4	
2	26391	10	
2	26474	1	
2	26637	7	
2	27261	4	
2	27602	3	
2	27624	2	
2	28180	5	
2	28345	5	
2	28397	2	
2	28437	3	
2	28707	10	
2	28884	9	
2	28972	5	
2	29252	1	
2	29319	8	
2	29485	4	
2	29767	2	
2	29783	1	
2	30284	4	
2	30298	5	
2	30377	5	
2	30560	4	
2	30567	1	
2	30799	7	
2	30823	4	
2	30955	7	
2	31287	6	
2	31585	8	
2	31660	6	
2	31839	7	
2	31868	7	
2	31876	7	
2	31920	8	
2	31923	8	
2	32139	7	
2	32237	6	
2	32345	9	
2	32526	9	
2	32561	5	
2	32564	8	
2	32740	6	
2	32873	7	
2	33003	8	
2	33057	2	
2	33058	7	
2	33072	7	
2	33271	1	
2	33290	5	
2	33329	9	
2	33583	8	
2	33682	5	
2	33993	5	
2	33999	2	
2	34479	3	
2	34730	9	
2	34739	5	
2	35022	8	
2	35118	9	
2	35335	7	
2	35349	10	
2	35383	3	
2	35412	7	
2	35448	5	
2	35545	3	
2	35649	5	
2	35797	7	
2	35945	6	
2	36091	6	
2	36194	2	
2	36228	2	
2	36300	8	
2	36427	3	
2	36484	8	
2	36766	5	
2	36839	6	
2	36861	9	
2	37171	8	
2	37207	4	
2	37430	8	
2	37660	2	
2	37769	9	
2	37950	2	
2	38034	6	
2	38377	7	
2	38484	4	
2	38568	5	
2	38896	10	
2	39099	6	
2	39132	9	
2	39141	2	
2	39142	10	
2	39184	2	
2	39203	3	
2	39459	9	
2	39545	9	
2	39682	10	
2	39791	1	
2	39819	5	
2	39820	2	
2	39831	7	
2	39882	4	
2	40082	5	
2	40109	3	
2	40150	7	
2	40289	4	
2	40456	5	
2	40535	10	
2	40548	8	
2	40564	8	
2	40740	6	
2	40760	6	
2	40793	3	
2	40795	7	
2	40871	7	
2	40872	8	
2	41092	5	
2	41180	5	
2	41345	10	
2	41354	3	
2	41393	6	
2	41438	10	
2	41455	5	
2	41464	8	
2	41603	5	
2	41781	5	
2	41809	3	
2	41920	7	
2	42010	7	
2	42084	5	
2	42412	10	
2	42585	8	
2	42594	4	
2	42965	5	
2	43092	7	
2	43215	1	
2	43348	9	
2	43404	2	
2	43824	5	
2	43852	5	
2	43912	4	
2	43959	9	
2	44000	7	
2	44117	6	
2	44467	5	
2	44493	10	
2	44807	6	
2	45052	7	
2	45083	2	
2	45167	6	
2	45196	9	
2	45234	4	
2	45241	7	
2	45249	6	
2	45316	9	
2	45546	7	
2	45569	3	
2	45775	3	
2	45786	7	
2	45825	6	
2	45896	5	
2	45968	4	
2	45981	6	
2	46268	3	
2	46456	3	
2	46539	8	
2	46571	4	
2	46589	5	
2	46685	4	
2	46739	7	
2	46740	8	
2	46744	5	
2	46813	7	
2	46883	7	
2	47424	5	
2	47616	10	
2	47639	3	
2	47818	10	
2	48008	5	
2	48046	6	
2	48054	6	
2	48077	6	
2	48197	1	
2	48586	7	
2	48674	8	
2	48869	6	
2	49318	10	
2	49372	5	
2	49401	7	
2	49548	7	
2	49559	4	
2	49631	4	
2	49707	6	
2	49721	5	
2	49855	3	
2	50347	4	
2	50399	7	
2	50512	9	
2	50576	8	
2	50682	7	
2	50742	1	
2	51067	9	
2	51739	3	
2	51869	3	
2	52029	6	
2	52286	1	
2	52492	9	
2	52730	5	
2	52985	2	
2	53133	6	
2	53257	4	
2	53655	4	
2	53728	3	
2	53972	9	
2	54109	9	
2	54206	4	
2	54350	9	
2	54514	9	
2	54860	4	
2	54866	7	
2	55003	3	
2	55011	3	
2	55230	8	
2	55234	7	
2	55307	5	
2	55891	7	
2	55919	1	
2	55963	6	
2	56148	3	
2	56334	3	
2	56451	6	
2	56515	8	
2	56620	5	
2	56649	2	
2	56735	7	
2	56768	2	
2	56917	7	
2	56968	2	
2	57032	3	
2	57245	10	
2	57312	4	
2	57355	6	
2	57491	4	
2	57747	4	
2	57799	5	
2	57877	2	
2	58005	2	
2	58136	2	
2	58331	8	
2	58740	4	
2	59011	5	
2	59210	4	
2	59377	4	
2	59490	6	
2	59544	9	
2	59600	9	
2	59617	7	
2	60020	4	
2	60025	9	
2	60101	8	
2	60164	3	
2	60171	9	
2	60490	6	
2	60533	7	
2	60602	6	
2	60610	10	
2	60835	4	
2	61125	2	
2	61278	4	
2	61292	9	
2	61295	7	
2	61923	8	
2	61991	9	
2	62450	6	
2	62451	5	
2	62455	10	
2	62538	7	
2	62749	3	
2	62847	8	
2	62864	8	
2	62946	2	
2	63620	2	
2	63628	10	
2	63735	4	
2	63750	2	
2	63864	10	
2	63966	8	
2	64180	5	
2	64249	8	
2	64342	2	
2	64651	7	
2	64677	6	
2	64811	10	
2	64834	5	
2	64934	4	
2	65015	4	
2	65174	7	
2	65182	2	
2	65292	2	
2	65423	1	
2	65424	2	
2	65632	6	
2	65878	6	
2	65994	2	
2	66072	4	
2	66160	5	
2	66388	7	
2	66941	6	
2	67163	9	
2	67164	3	
2	67286	9	
2	67360	6	
2	67386	4	
2	67506	7	
2	67591	7	
2	67621	3	
2	67667	7	
2	68064	2	
2	68069	1	
2	68146	9	
2	68198	7	
2	68296	5	
2	68302	4	
2	68360	7	
2	68421	9	
2	68427	1	
2	68579	9	
2	68580	6	
2	68622	3	
2	68632	8	
2	68682	10	
2	68724	2	
2	68928	9	
2	69009	8	
2	69064	8	
2	69287	4	
2	69650	7	
2	69725	6	
2	69824	5	
2	70223	10	
2	70415	4	
2	70626	5	
2	70650	7	
2	70818	5	
2	70938	8	
2	71161	2	
2	71162	9	
2	71319	2	
2	71479	8	
2	71602	4	
2	71610	2	
2	71639	8	
2	71684	3	
2	71766	7	
2	71773	9	
2	71921	2	
2	71944	8	
2	72038	4	
2	72039	5	
2	72324	3	
2	72533	10	
2	72690	10	
2	72699	5	
2	72959	2	
2	73037	3	
2	73256	5	
2	73270	8	
2	73365	8	
2	73367	4	
2	73535	9	
2	73719	4	
2	73957	3	
2	74026	5	
2	74177	8	
2	74354	2	
2	74406	8	
2	74468	6	
2	74508	4	
2	74908	1	
2	75060	1	
2	75076	2	
2	75230	9	
2	75273	5	
2	75358	2	
2	75398	4	
2	75435	5	
2	75513	9	
2	75587	4	
2	75694	6	
2	75776	7	
2	76064	7	
2	76152	10	
2	76218	3	
2	76261	3	
2	76420	2	
2	76600	7	
2	76746	7	
2	76753	4	
2	76854	4	
2	77194	9	
2	77195	9	
2	77209	3	
2	77218	10	
2	77356	3	
2	77379	3	
2	77384	5	
2	77483	7	
2	77565	7	
2	77768	9	
2	77881	5	
2	78030	1	
2	78125	8	
2	78136	10	
2	78138	6	
2	78199	3	
2	78397	2	
2	78455	9	
2	78458	6	
2	78507	5	
2	78574	7	
2	79178	6	
2	79220	8	
2	79232	9	
2	79272	3	
2	79489	7	
2	79500	1	
2	79503	2	
2	79608	3	
2	79706	4	
2	79736	5	
2	79756	10	
2	79803	6	
2	79997	8	
2	80021	6	
2	80035	6	
2	80050	7	
2	80085	4	
2	80447	6	
2	80509	5	
2	80524	5	
2	80656	2	
2	80801	3	
2	80865	3	
2	81370	2	
2	81374	8	
2	81706	9	
2	81733	2	
2	81796	8	
2	81810	6	
2	81925	6	
2	81947	1	
2	81959	1	
2	82102	1	
2	82238	10	
2	82326	6	
2	82491	3	
2	82630	2	
2	82714	3	
2	82974	7	
2	83248	5	
2	83295	7	
2	83330	9	
2	83406	6	
2	83412	6	
2	83702	8	
2	83857	9	
2	83929	6	
2	83958	8	
2	84247	6	
2	84277	8	
2	84293	3	
2	84553	4	
2	84578	7	
2	84672	8	
2	84701	7	
2	84828	1	
2	84878	9	
2	84879	7	
2	84941	1	
2	85032	1	
2	85170	3	
2	85184	4	
2	85592	4	
2	85796	3	
2	85827	4	
2	85937	9	
2	86094	10	
2	86105	4	
2	86813	3	
2	86888	7	
2	86983	1	
2	87509	4	
2	87748	6	
2	87843	3	
2	87873	9	
2	88028	4	
2	88056	4	
2	88087	3	
2	88104	10	
2	88504	9	
2	88515	7	
2	88607	2	
2	88752	10	
2	88763	6	
2	88788	7	
2	88967	10	
2	89058	8	
2	89249	6	
2	89262	7	
2	89322	6	
2	89490	1	
2	89552	8	
2	89660	1	
2	89795	9	
2	89807	10	
2	89849	7	
2	90103	3	
2	90396	3	
2	90487	7	
2	90691	1	
2	90817	3	
2	90882	8	
2	90939	2	
2	90941	7	
2	91031	8	
2	91045	4	
2	91085	10	
2	91155	4	
2	91162	8	
2	91170	8	
2	91475	10	
2	91604	2	
2	91692	4	
2	91925	3	
2	92023	1	
2	92251	2	
2	92280	8	
2	92305	6	
2	92368	9	
2	92369	4	
2	92787	5	
2	92813	2	
2	92962	1	
2	93162	10	
2	93535	8	
2	93688	6	
2	93767	4	
2	93824	9	
2	93876	4	
2	93913	4	
2	94240	7	
2	94396	10	
2	94605	1	
2	94702	9	
2	94740	3	
2	94957	3	
2	95173	4	
2	95260	3	
2	95451	4	
2	95638	8	
2	95648	6	
2	96108	3	
2	96122	6	
2	96221	4	
2	96419	5	
2	96443	6	
2	96737	1	
2	96809	8	
2	96945	6	
2	97139	1	
2	97171	8	
2	97255	3	
2	97400	6	
2	97449	2	
2	97464	9	
2	97539	5	
2	97746	2	
2	98041	9	
2	98175	5	
2	98362	8	
2	98390	7	
2	98435	8	
2	98566	9	
2	98843	7	
2	98919	10	
2	99007	3	
2	99057	4	
2	99084	6	
2	99202	4	
2	99240	4	
2	99362	7	
2	99414	9	
2	99805	3	
2	100141	6	
2	100182	9	
2	100388	9	
2	100442	2	
2	100484	9	
2	100712	8	
2	101112	6	
2	101255	8	
2	101494	8	
2	101516	9	
2	101560	6	
2	101806	1	
2	101912	5	
2	102077	6	
2	102185	8	
2	102287	3	
2	102303	1	
2	102443	4	
2	102575	5	
2	102635	9	
2	102661	3	
2	102725	7	
2	102802	7	
2	103095	7	
2	103108	2	
2	103610	5	
2	103615	1	
2	103968	5	
2	104285	4	
2	104385	5	
2	104626	5	
2	104730	3	
2	104837	8	
2	104970	2	
2	105031	4	
2	105123	4	
2	105157	4	
2	105166	7	
2	105735	9	
2	105872	4	
2	105915	6	
2	105966	2	
2	105973	6	
2	106343	8	
2	106642	4	
2	106884	2	
2	106898	2	
2	106950	8	
2	107443	1	
2	107462	8	
2	107609	2	
2	107701	9	
2	107826	4	
2	107889	4	
2	107898	10	
2	108760	8	
2	108761	6	
2	108776	8	
2	108924	9	
2	108967	10	
2	108992	5	
2	109057	7	
2	109227	8	
2	109250	2	
2	109287	3	
2	109400	7	
2	109496	9	
